,image_name,label_site_x,label_site_y
124,20060523_48425_0100_PP.tif,1296,779
125,20060523_48477_0100_PP.tif,975,776
126,20060523_48572_0100_PP.tif,987,779
127,20060523_48659_0100_PP.tif,1293,770
128,20060523_48709_0100_PP.tif,993,782
129,20060523_48728_0100_PP.tif,1308,767
130,20060523_48890_0100_PP.tif,978,791
131,20060523_48931_0100_PP.tif,1299,797
132,20060523_49100_0100_PP.tif,1239,842
133,20060523_49120_0100_PP.tif,1305,785
134,20060523_49515_0100_PP.tif,1140,869
135,20060523_49573_0100_PP.tif,972,806
136,20060523_49591_0100_PP.tif,1302,788
137,20060523_49681_0100_PP.tif,1308,788
138,20060523_49791_0100_PP.tif,972,776
139,20060523_49875_0100_PP.tif,1302,776
140,20060523_49928_0100_PP.tif,1125,851
141,20060523_50135_0100_PP.tif,978,788
142,20060523_50153_0100_PP.tif,1299,791
143,20060523_50234_0100_PP.tif,1131,749
144,20060523_50325_0100_PP.tif,978,788
145,20060523_50408_0100_PP.tif,1281,803
146,20060523_50489_0100_PP.tif,1290,782
147,20060523_50539_0100_PP.tif,984,803
148,20060523_50556_0100_PP.tif,1293,788
149,20060523_50616_0100_PP.tif,984,788
150,20060523_50790_0100_PP.tif,984,782
151,20060529_56013_0100_PP.tif,978,779
152,20060529_56039_0100_PP.tif,1296,782
153,20060529_56338_0100_PP.tif,1323,803
154,20060529_56853_0100_PP.tif,1317,785
155,20060529_56948_0100_PP.tif,954,791
156,20060529_57030_0100_PP.tif,978,776
157,20060529_57063_0100_PP.tif,1299,773
158,20060529_57156_0100_PP.tif,975,797
159,20060529_57287_0100_PP.tif,1299,785
160,20060529_57351_0100_PP.tif,987,797
161,20060530_36788_0100_PP.tif,987,761
162,20060530_36860_0100_PP.tif,960,791
163,20060530_51254_0100_PP.tif,981,776
164,20060530_51279_0100_PP.tif,1311,785
165,20060530_51377_0100_PP.tif,981,779
166,20060530_51399_0100_PP.tif,1284,773
167,20060530_53042_0100_PP.tif,984,782
168,20060530_53132_0100_PP.tif,978,779
169,20060530_53152_0100_PP.tif,1302,788
170,20060530_53233_0100_PP.tif,993,779
171,20060530_53421_0100_PP.tif,1002,785
172,20060530_53522_0100_PP.tif,1029,797
173,20060530_53617_0100_PP.tif,1305,791
174,20060530_53742_0100_PP.tif,963,779
175,20060530_53816_0100_PP.tif,972,788
176,20060530_53836_0100_PP.tif,1320,791
177,20060530_53928_0100_PP.tif,966,776
178,20060530_54117_0100_PP.tif,1302,785
179,20060530_54223_0100_PP.tif,969,788
180,20060530_54242_0100_PP.tif,1020,1010
181,20060530_54312_0100_PP.tif,1212,764
182,20060530_54332_0100_PP.tif,1308,773
183,20060530_54653_0100_PP.tif,1287,806
184,20060530_54718_0100_PP.tif,984,776
185,20060530_55180_0100_PP.tif,990,782
186,20060530_55370_0100_PP.tif,975,776
187,20060530_55628_0100_PP.tif,1287,773
188,20060530_55724_0100_PP.tif,990,797
189,20060530_55746_0100_PP.tif,1308,785
190,20051216_44092_0200_PP.tif,780,673
191,20051216_44221_0200_PP.tif,606,537
192,20051216_44398_0200_PP.tif,606,525
193,20051216_44635_0200_PP.tif,699,549
194,20051216_44660_0200_PP.tif,822,526
195,20051216_44811_0200_PP.tif,604,522
196,20051216_44832_0200_PP.tif,820,519
197,20051216_44939_0200_PP.tif,624,523
198,20051216_44961_0200_PP.tif,822,516
199,20051216_45100_0200_PP.tif,820,523
200,20051216_45351_0200_PP.tif,624,528
201,20051216_45499_0200_PP.tif,828,522
202,20051216_45595_0200_PP.tif,618,526
203,20051216_45757_0200_PP.tif,610,526
204,20051216_45781_0200_PP.tif,828,510
205,20051216_45873_0200_PP.tif,613,523
206,20051216_45992_0200_PP.tif,631,523
207,20051216_46183_0200_PP.tif,829,525
208,20051216_46624_0200_PP.tif,613,526
209,20051216_46660_0200_PP.tif,822,520
210,20051216_46827_0200_PP.tif,616,523
211,20051216_46847_0200_PP.tif,796,510
212,20051216_47514_0200_PP.tif,615,532
213,20051216_47536_0200_PP.tif,823,525
214,20060407_39184_0200_PP.tif,823,523
215,20060407_39306_0200_PP.tif,609,535
216,20060407_39435_0200_PP.tif,820,520
217,20060407_39546_0200_PP.tif,622,516
218,20060407_39687_0200_PP.tif,811,525
219,20060407_39761_0200_PP.tif,618,529
220,20060407_40740_0200_PP.tif,619,523
221,20060407_40761_0200_PP.tif,826,526
222,20060407_40937_0200_PP.tif,621,531
223,20060407_41149_0200_PP.tif,610,528
224,20060407_41330_0200_PP.tif,822,525
225,20060407_41809_0200_PP.tif,624,528
226,20060407_41831_0200_PP.tif,820,523
227,20060407_41980_0200_PP.tif,828,522
228,20060407_42133_0200_PP.tif,826,523
229,20060407_42290_0200_PP.tif,609,532
230,20060407_43223_0200_PP.tif,613,537
231,20060407_43258_0200_PP.tif,831,544
232,20060407_43436_0200_PP.tif,609,516
233,20060407_43594_0200_PP.tif,615,525
234,20060407_43726_0200_PP.tif,580,532
235,20060407_43856_0200_PP.tif,817,516
236,20060407_44042_0200_PP.tif,612,523
237,20060407_44285_0200_PP.tif,612,526
238,20060407_44510_0200_PP.tif,604,526
239,20060407_44617_0200_PP.tif,606,529
240,20060407_44636_0200_PP.tif,823,517
241,20060407_44889_0200_PP.tif,814,516
242,20060407_45247_0200_PP.tif,819,517
243,20060407_45362_0200_PP.tif,624,528
244,20060407_45379_0200_PP.tif,822,517
245,20060407_45494_0200_PP.tif,822,525
246,20060407_45611_0200_PP.tif,828,519
247,20060407_45718_0200_PP.tif,619,517
248,20060407_45834_0200_PP.tif,612,528
249,20060407_45932_0200_PP.tif,610,534
250,20060407_46070_0200_PP.tif,823,520
251,20060407_46257_0200_PP.tif,820,514
252,20060410_39203_0200_PP.tif,613,525
253,20060410_39334_0200_PP.tif,610,526
254,20060410_39500_0200_PP.tif,805,511
255,20060410_39586_0200_PP.tif,615,525
256,20060410_39695_0200_PP.tif,615,522
257,20060410_39726_0200_PP.tif,817,480
258,20060410_39859_0200_PP.tif,619,523
259,20060410_39879_0200_PP.tif,828,523
260,20060410_39976_0200_PP.tif,615,528
261,20060410_39994_0200_PP.tif,838,540
262,20060410_40146_0200_PP.tif,616,520
263,20060410_40403_0200_PP.tif,744,486
264,20060410_40481_0200_PP.tif,607,531
265,20060410_40605_0200_PP.tif,703,531
266,20060410_40953_0200_PP.tif,634,522
267,20060410_40979_0200_PP.tif,820,513
268,20060410_41077_0200_PP.tif,607,525
269,20060410_41330_0200_PP.tif,760,511
270,20060410_41356_0200_PP.tif,819,523
271,20060410_41603_0200_PP.tif,612,537
272,20060410_41747_0200_PP.tif,604,531
273,20060410_41767_0200_PP.tif,817,528
274,20060410_41880_0200_PP.tif,610,523
275,20060410_43698_0200_PP.tif,832,514
276,20060410_43868_0200_PP.tif,823,531
277,20060410_43959_0200_PP.tif,621,525
278,20060410_43979_0200_PP.tif,820,511
279,20060410_44106_0200_PP.tif,613,537
280,20060410_44248_0200_PP.tif,814,528
281,20060410_44345_0200_PP.tif,613,525
282,20060410_44364_0200_PP.tif,828,519
283,20060410_44504_0200_PP.tif,816,519
284,20060410_44601_0200_PP.tif,612,526
285,20060410_44623_0200_PP.tif,817,516
286,20060410_44934_0200_PP.tif,619,529
287,20060410_44953_0200_PP.tif,825,526
288,20060410_45188_0200_PP.tif,825,522
289,20060410_46874_0200_PP.tif,601,528
290,20060410_46893_0200_PP.tif,829,522
291,20060410_47042_0200_PP.tif,822,525
292,20060410_47166_0200_PP.tif,622,522
293,20060411_51958_0200_PP.tif,627,528
294,20060411_51985_0200_PP.tif,828,522
295,20060411_57853_0200_PP.tif,490,570
296,20060411_58051_0200_PP.tif,684,504
297,20060411_58134_0200_PP.tif,612,526
298,20060411_58221_0200_PP.tif,615,523
299,20060411_58303_0200_PP.tif,607,520
300,20060411_58413_0200_PP.tif,811,510
301,20060411_58469_0200_PP.tif,606,513
302,20060411_58494_0200_PP.tif,822,514
303,20060411_58644_0200_PP.tif,811,535
304,20060411_58718_0200_PP.tif,594,520
305,20060411_58736_0200_PP.tif,817,520
306,20060411_58829_0200_PP.tif,825,507
307,20060411_58993_0200_PP.tif,816,516
308,20060411_59176_0200_PP.tif,619,531
309,20060411_59190_0200_PP.tif,829,525
310,20060411_59549_0200_PP.tif,600,525
311,20060411_59587_0200_PP.tif,831,531
312,20060411_59747_0200_PP.tif,927,562
313,20060411_59859_0200_PP.tif,811,511
314,20060411_59919_0200_PP.tif,607,532
315,20060411_60028_0200_PP.tif,822,517
316,20060411_60263_0200_PP.tif,607,529
317,20060411_60283_0200_PP.tif,825,523
318,20060411_60426_0200_PP.tif,616,531
319,20060411_61060_0200_PP.tif,816,525
320,20060411_61196_0200_PP.tif,610,522
321,20060411_61214_0200_PP.tif,823,513
322,20060411_61564_0200_PP.tif,813,516
323,20060411_61624_0200_PP.tif,616,540
324,20060411_61641_0200_PP.tif,820,520
325,20060411_61702_0200_PP.tif,822,514
326,20060411_61781_0200_PP.tif,606,519
327,20060411_61869_0200_PP.tif,621,508
328,20060411_61901_0200_PP.tif,834,511
329,20060411_62142_0200_PP.tif,609,517
330,20060411_62228_0200_PP.tif,601,525
331,20060411_62319_0200_PP.tif,819,523
332,20060411_62390_0200_PP.tif,826,511
333,20060412_51746_0200_PP.tif,612,526
334,20060412_51835_0200_PP.tif,595,510
335,20060412_51860_0200_PP.tif,775,507
336,20060412_51952_0200_PP.tif,820,525
337,20060412_52020_0200_PP.tif,612,517
338,20060412_52038_0200_PP.tif,819,526
339,20060412_52122_0200_PP.tif,814,528
340,20060412_52174_0200_PP.tif,591,517
341,20060412_52245_0200_PP.tif,612,522
342,20060412_52371_0200_PP.tif,823,513
343,20060412_52425_0200_PP.tif,601,528
344,20060412_52446_0200_PP.tif,820,516
345,20060412_52587_0200_PP.tif,616,517
346,20060412_52685_0200_PP.tif,829,522
347,20060412_52910_0200_PP.tif,664,529
348,20060412_52931_0200_PP.tif,727,436
349,20060412_57650_0200_PP.tif,715,448
350,20060412_57846_0200_PP.tif,612,529
351,20060412_57974_0200_PP.tif,828,525
352,20060412_58032_0200_PP.tif,600,535
353,20060412_58054_0200_PP.tif,843,513
354,20060412_58171_0200_PP.tif,822,526
355,20060412_58314_0200_PP.tif,829,514
356,20060412_58368_0200_PP.tif,609,532
357,20060412_58668_0200_PP.tif,741,546
358,20060412_58723_0200_PP.tif,621,520
359,20060412_58869_0200_PP.tif,610,525
360,20060412_58965_0200_PP.tif,813,534
361,20060412_59196_0200_PP.tif,892,520
362,20060412_59338_0200_PP.tif,606,508
363,20060412_59355_0200_PP.tif,826,505
364,20060412_59400_0200_PP.tif,609,508
365,20060412_59636_0200_PP.tif,657,552
366,20060412_59658_0200_PP.tif,828,517
367,20060412_59735_0200_PP.tif,831,540
368,20060412_60337_0200_PP.tif,603,525
369,20060412_60475_0200_PP.tif,837,535
370,20060412_60773_0200_PP.tif,811,507
371,20060412_60978_0200_PP.tif,676,516
372,20060412_61000_0200_PP.tif,828,510
373,20060412_61081_0200_PP.tif,817,516
374,20060412_61169_0200_PP.tif,811,517
375,20060412_61222_0200_PP.tif,615,528
376,20060412_61316_0200_PP.tif,835,504
377,20060412_61365_0200_PP.tif,612,531
378,20060412_61383_0200_PP.tif,834,525
379,20060412_61433_0200_PP.tif,616,529
380,20060412_61501_0200_PP.tif,595,516
381,20060412_61681_0200_PP.tif,829,517
382,20060412_61790_0200_PP.tif,616,523
383,20060412_63009_0200_PP.tif,615,502
384,20060412_63088_0200_PP.tif,630,519
385,20060412_63104_0200_PP.tif,820,502
386,20051109_57843_0400_PP.tif,670,522
387,20051109_59582_0400_PP.tif,652,508
388,20051109_59969_0400_PP.tif,642,508
389,20051109_60031_0400_PP.tif,866,500
390,20051110_33960_0400_PP.tif,849,510
391,20051110_35239_0400_PP.tif,682,524
392,20051110_35279_0400_PP.tif,860,502
393,20051110_37992_0400_PP.tif,636,508
394,20051110_38156_0400_PP.tif,638,506
395,20051110_38280_0400_PP.tif,744,552
396,20051110_38644_0400_PP.tif,716,520
397,20051110_38702_0400_PP.tif,856,502
398,20051116_43679_0400_PP.tif,650,512
399,20051116_43954_0400_PP.tif,642,498
400,20051116_43995_0400_PP.tif,846,512
401,20051116_44026_0400_PP.tif,856,504
402,20051116_44126_0400_PP.tif,654,504
403,20051116_44586_0400_PP.tif,1355,821
404,20051116_44615_0400_PP.tif,1163,878
405,20051116_44718_0400_PP.tif,1022,818
406,20051116_54343_0400_PP.tif,638,504
407,20051116_54429_0400_PP.tif,640,498
408,20051116_54692_0400_PP.tif,858,494
409,20051116_54832_0400_PP.tif,844,498
410,20051116_55573_0400_PP.tif,1028,827
411,20051116_55593_0400_PP.tif,1358,806
412,20051116_55617_0400_PP.tif,1361,812
413,20051116_55643_0400_PP.tif,1337,812
414,20051116_55649_0400_PP.tif,1022,824
415,20051116_55656_0400_PP.tif,1352,818
416,20051116_58835_0400_PP.tif,848,504
417,20051116_58850_0400_PP.tif,638,494
418,20051116_59150_0400_PP.tif,1124,818
419,20051130_53586_0400_PP.tif,832,514
420,20051117_37078_0400_PP.tif,640,508
421,20051117_37100_0400_PP.tif,850,498
422,20051130_53623_0400_PP.tif,840,510
423,20051130_53663_0400_PP.tif,646,520
424,20051130_54077_0400_PP.tif,634,508
425,20051130_54257_0400_PP.tif,638,514
426,20051130_54301_0400_PP.tif,844,520
427,20051130_54323_0400_PP.tif,852,498
428,20051130_54476_0400_PP.tif,648,514
429,20051130_54616_0400_PP.tif,842,506
430,20051130_54846_0400_PP.tif,852,502
431,20051130_54943_0400_PP.tif,846,512
432,20051130_54956_0400_PP.tif,636,508
433,20051130_55012_0400_PP.tif,862,498
434,20051130_55107_0400_PP.tif,636,514
435,20051130_55381_0400_PP.tif,632,512
436,20051130_58824_0400_PP.tif,1367,818
437,20051130_58921_0400_PP.tif,1091,818
438,20051130_59092_0400_PP.tif,1241,902
439,20051130_59186_0400_PP.tif,1013,818
440,20051130_59374_0400_PP.tif,1007,830
441,20051130_59432_0400_PP.tif,1028,815
442,20051130_59457_0400_PP.tif,1067,806
443,20051130_59749_0400_PP.tif,1283,839
444,20051130_59775_0400_PP.tif,1037,833
445,20051130_59793_0400_PP.tif,1025,830
446,20051130_59802_0400_PP.tif,1361,818
447,20051130_59850_0400_PP.tif,1016,818
448,20051130_60040_0400_PP.tif,1025,809
449,20051130_60234_0400_PP.tif,1364,803
450,20051130_60532_0400_PP.tif,992,824
451,20051130_60601_0400_PP.tif,1013,821
452,20051130_60630_0400_PP.tif,1352,800
453,20051130_60715_0400_PP.tif,1364,809
454,20051130_60822_0400_PP.tif,1346,821
455,20051201_37337_0400_PP.tif,1343,815
456,20051201_37382_0400_PP.tif,1025,818
457,20051201_37534_0400_PP.tif,1352,809
458,20051201_37557_0400_PP.tif,1001,812
459,20051201_38041_0400_PP.tif,1022,821
460,20051201_38103_0400_PP.tif,1352,806
461,20051201_38137_0400_PP.tif,1124,791
462,20051201_38155_0400_PP.tif,1340,815
463,20051201_38182_0400_PP.tif,1343,818
464,20051201_38262_0400_PP.tif,1025,830
465,20051201_38280_0400_PP.tif,1190,899
466,20051201_38291_0400_PP.tif,1169,947
467,20051201_38466_0400_PP.tif,1346,815
468,20051201_38506_0400_PP.tif,1040,818
469,20051202_37003_0400_PP.tif,1019,821
470,20051202_37199_0400_PP.tif,1022,800
471,20051202_39630_0400_PP.tif,1016,803
472,20051202_40508_0400_PP.tif,648,500
473,20051202_41034_0400_PP.tif,820,450
474,20051202_41076_0400_PP.tif,646,496
475,20051202_41238_0400_PP.tif,850,502
476,20051202_41260_0400_PP.tif,638,498
477,20051202_48232_0400_PP.tif,756,564
478,20051202_48264_0400_PP.tif,638,514
479,20051202_48287_0400_PP.tif,844,504
480,20051202_48329_0400_PP.tif,846,506
481,20051202_48393_0400_PP.tif,638,488
482,20051202_48421_0400_PP.tif,838,488
483,20051202_48443_0400_PP.tif,840,498
484,20051202_48575_0400_PP.tif,816,456
485,20051202_48586_0400_PP.tif,634,500
486,20051202_51518_0400_PP.tif,1292,923
487,20051202_51574_0400_PP.tif,1016,833
488,20051202_51599_0400_PP.tif,1013,827
489,20051202_51616_0400_PP.tif,1361,839
490,20051202_51655_0400_PP.tif,1346,830
491,20051202_51677_0400_PP.tif,1337,821
492,20051202_54477_0400_PP.tif,658,506
493,20051202_54547_0400_PP.tif,620,520
494,20051202_54576_0400_PP.tif,728,542
495,20051202_54611_0400_PP.tif,648,500
496,20051202_54744_0400_PP.tif,694,472
497,20051202_55484_0400_PP.tif,850,504
498,20051202_55498_0400_PP.tif,622,516
499,20051202_55525_0400_PP.tif,744,478
500,20051202_55562_0400_PP.tif,636,506
501,20051202_55582_0400_PP.tif,700,472
502,20051202_55669_0400_PP.tif,832,570
503,20051202_55697_0400_PP.tif,778,484
504,20051202_55797_0400_PP.tif,838,494
505,20051202_55816_0400_PP.tif,644,504
506,20051202_55969_0400_PP.tif,844,516
507,20051202_55984_0400_PP.tif,642,504
508,20051202_56050_0400_PP.tif,842,498
509,20051205_31934_0400_PP.tif,1199,812
510,20051205_31994_0400_PP.tif,1232,767
511,20051205_32966_0400_PP.tif,642,496
512,20051205_32981_0400_PP.tif,846,504
513,20051205_33025_0400_PP.tif,626,502
514,20051205_35099_0400_PP.tif,646,500
515,20051205_35142_0400_PP.tif,634,506
516,20051205_35162_0400_PP.tif,862,504
517,20051205_35276_0400_PP.tif,646,516
518,20051205_35323_0400_PP.tif,634,512
519,20051205_35339_0400_PP.tif,856,494
520,20051205_35408_0400_PP.tif,850,508
521,20051205_35432_0400_PP.tif,658,636
522,20051205_57723_0400_PP.tif,1013,827
523,20051205_57780_0400_PP.tif,1346,818
524,20051205_57809_0400_PP.tif,1019,821
525,20051205_57879_0400_PP.tif,1355,821
526,20051205_57942_0400_PP.tif,1025,845
527,20051205_57988_0400_PP.tif,1352,824
528,20051205_58037_0400_PP.tif,1169,944
529,20051205_58109_0400_PP.tif,1028,821
530,20051205_58125_0400_PP.tif,1349,818
531,20051205_58150_0400_PP.tif,1061,884
532,20051205_58354_0400_PP.tif,1349,815
533,20051205_58431_0400_PP.tif,1364,803
534,20051205_58458_0400_PP.tif,1022,812
535,20051205_58577_0400_PP.tif,1358,824
536,20051205_59240_0400_PP.tif,1004,818
537,20051205_59617_0400_PP.tif,1037,812
538,20051205_59651_0400_PP.tif,1349,815
539,20051205_59702_0400_PP.tif,1043,821
540,20051205_59715_0400_PP.tif,1367,818
541,20051205_59833_0400_PP.tif,1028,836
542,20051205_59858_0400_PP.tif,1328,839
543,20051205_59901_0400_PP.tif,1004,806
544,20051205_59923_0400_PP.tif,1361,806
545,20051205_60093_0400_PP.tif,1169,926
546,20051205_60119_0400_PP.tif,1181,974
547,20051207_54614_0400_PP.tif,638,504
548,20051207_56219_0400_PP.tif,750,574
549,20051207_56227_0400_PP.tif,748,610
550,20051207_62266_0400_PP.tif,1358,818
551,20051208_39438_0400_PP.tif,1007,824
552,20051208_39462_0400_PP.tif,1352,812
553,20051208_39484_0400_PP.tif,1331,824
554,20051208_39498_0400_PP.tif,1142,797
555,20051208_39546_0400_PP.tif,1367,815
556,20051208_40972_0400_PP.tif,1130,941
557,20051208_41318_0400_PP.tif,1040,833
558,20051208_41373_0400_PP.tif,1067,944
559,20051209_38404_0400_PP.tif,1061,824
560,20051212_36525_0400_PP.tif,1031,821
561,20051212_36548_0400_PP.tif,1346,809
562,20051212_36605_0400_PP.tif,1019,824
563,20051212_37442_0400_PP.tif,1361,812
564,20051212_38076_0400_PP.tif,1004,809
565,20051212_38106_0400_PP.tif,1352,815
566,20051212_38161_0400_PP.tif,1004,830
567,20051212_41144_0400_PP.tif,1100,821
